business_age_years,num_employees,gst_filing_rate,avg_monthly_revenue,revenue_growth_6m,cash_flow_volatility,upi_txn_volume_monthly,vendor_payment_delay_days,utility_payment_ontime_rate,bank_balance_avg,loan_amount,loan_tenure_months,interest_rate,previous_loans_count,previous_default_count,default,financial_health_score,loan_to_revenue_ratio,payment_behavior_score,is_mature_business,digital_adoption_score,revenue_stress,high_risk_loan,balance_to_loan_ratio,repeat_defaulter,monthly_emi_burden,industry_Construction,industry_Food,industry_Manufacturing,industry_Retail,industry_Services,industry_Technology,location_tier_Tier1,location_tier_Tier2,location_tier_Tier3
12,143,0.4082005060323372,2055474.8698725435,-0.0268514630470398,0.9479687552993992,4956,77,0.5076747276756842,1855942.6644676027,2058955,12,23.870049116300983,3,2,0,0.3804,1.0017,0.3261,1,0.999,0,0,0.9014,1,0.0835,False,False,False,False,False,True,False,True,False
8,71,0.903032368639886,239620.74885768237,0.0235773855817205,0.4638141806748239,2261,44,0.9273914759014448,1380716.8204644446,1893601,60,21.78291343898509,0,2,0,0.7172,7.9025,0.7193,1,0.9069,0,1,0.7291,1,0.1317,False,False,True,False,False,False,False,True,False
3,143,0.5305711253906175,290061.97602499404,0.1475380670492331,0.6855731134683395,1437,9,0.8817839807486806,951878.1155992782,3497378,48,11.936334336326984,4,2,0,0.5705,12.0573,0.8909,0,0.8537,0,1,0.2722,1,0.2512,False,True,False,False,False,False,True,False,False
1,134,0.5576935129867967,1455395.5400460258,0.5916595457479623,0.7680001665244264,485,53,0.5858665244975401,198987.10249935955,1960020,60,14.955961289365597,3,0,1,0.5696,1.3467,0.4985,0,0.7263,0,0,0.1015,0,0.0224,False,False,False,False,False,True,False,True,False
3,68,0.3273925781387015,3164154.985728048,-0.1790182766668192,0.3884312386350898,2975,28,0.4206382486918814,1705063.914026999,3922476,48,9.876971113077836,2,0,1,0.4278,1.2397,0.5548,0,0.9391,1,0,0.4347,0,0.0258,False,False,True,False,False,False,True,False,False
5,22,0.5288151528357237,2941763.444906081,-0.024243621493088,0.4614575247982567,1670,11,0.4495438621307902,225434.2772698402,1444081,36,11.050546078437808,1,0,0,0.5026,0.4909,0.6637,1,0.8713,0,0,0.1561,0,0.0136,False,False,False,True,False,False,True,False,False
15,32,0.9218545779608848,3187447.5453725164,-0.267759875589342,0.9222505397515268,333,55,0.4657169606617465,1225982.598168283,113284,60,9.2703047860606,1,1,1,0.4951,0.0355,0.4273,1,0.6823,1,0,10.8222,1,0.0006,False,False,False,True,False,False,False,True,False
14,123,0.3178831807851229,3600550.711063928,0.2076135260332346,0.0790619154139472,3259,39,0.9344793010962869,1338676.2203167588,1607604,12,18.436862628911623,2,2,0,0.6476,0.4465,0.7506,1,0.9498,0,0,0.8327,1,0.0372,True,False,False,False,False,False,True,False,False
3,22,0.5844292311327077,144209.65528405516,0.3276731823078335,0.3517660885648228,421,83,0.6424215868224854,806276.2222484746,1038475,60,16.76440058500411,0,0,1,0.6326,7.2011,0.3601,0,0.7097,0,1,0.7764,0,0.12,False,False,False,False,True,False,False,True,False
1,155,0.3219797408689188,570173.6961035922,0.0820768232358788,0.4875916661048029,2306,36,0.4195178543718966,1823321.2827591049,4564722,60,22.7136986601919,0,0,1,0.4453,8.0058,0.5098,0,0.9092,0,1,0.3994,0,0.1334,False,False,False,False,False,True,True,False,False
5,110,0.5596463975763455,1829443.0865447023,-0.1541687317100289,0.0513184937622712,949,65,0.7339290772334077,110894.2173009486,2692055,12,15.676618990312235,0,0,0,0.6313,1.4715,0.5059,1,0.805,1,0,0.0412,0,0.1226,False,True,False,False,False,False,False,True,False
14,15,0.4208484485462038,816556.9877318296,0.2208882691817476,0.8592143909059505,2057,19,0.524795350364195,1638052.6425393915,3849989,12,18.45575393438668,2,0,0,0.4425,4.7149,0.6568,1,0.8958,0,0,0.4255,0,0.3929,False,True,False,False,False,False,True,False,False
7,124,0.4765528752878604,422834.2105955431,0.1391577233688494,0.3076199601909428,2355,11,0.5410756255648114,1112050.8525338175,1451041,24,14.724760806873029,1,2,1,0.5605,3.4317,0.7094,1,0.9116,0,0,0.7664,1,0.143,False,False,False,False,True,False,True,False,False
9,44,0.9143188612129932,3222773.760186793,-0.2288142765962822,0.2819343488984998,984,37,0.4965050409508472,1226295.4115711555,4490413,48,21.356584110016385,4,2,1,0.6329,1.3933,0.5427,1,0.8092,1,0,0.2731,1,0.029,False,False,False,True,False,False,False,True,False
15,115,0.6052344544353236,4085915.563580941,0.0056819005021302,0.7882935758183677,1661,29,0.8572128774392304,1973782.869339877,100997,36,22.858823323901763,1,0,0,0.5462,0.0247,0.7675,1,0.8707,0,0,19.543,0,0.0007,False,False,False,True,False,False,False,False,True
15,9,0.4916585939813385,3775501.954299698,0.0351970916351949,0.3001849056522278,2659,46,0.4003677362831636,1169469.128204467,2559979,60,15.191841920106643,0,1,0,0.5228,0.678,0.4446,1,0.9259,0,0,0.4568,1,0.0113,False,False,True,False,False,False,True,False,False
10,34,0.7125368645653833,4094346.904115437,0.5826177537714329,0.6418603345118201,1456,81,0.6633904983381071,1596085.691269162,2824792,60,9.781870467383026,2,2,1,0.6555,0.6899,0.3817,1,0.8552,0,0,0.565,1,0.0115,True,False,False,False,False,False,False,True,False
13,73,0.3994748718828076,3345989.893086492,0.4492858321555217,0.7893528295117632,3016,73,0.45212269984149,315526.2237823438,3839647,36,11.034805352368476,2,1,0,0.4698,1.1475,0.3205,1,0.9407,0,0,0.0822,1,0.0319,False,False,False,False,False,True,False,False,True
19,143,0.4815741251945991,3689959.342980301,0.3343707882735938,0.7632291629393352,2788,70,0.7314247606027321,1620486.2882985373,4566007,12,19.66843712209755,4,1,1,0.5383,1.2374,0.4768,1,0.9314,0,0,0.3549,1,0.1031,True,False,False,False,False,False,False,True,False
7,190,0.6823735773220219,1395304.9323310915,0.4887770255029474,0.753755663683336,4008,41,0.6075954076968055,1524535.0853760913,3552766,12,13.541645608123533,1,2,1,0.5988,2.5462,0.576,1,0.974,0,0,0.4291,1,0.2122,True,False,False,False,False,False,False,False,True
17,45,0.4662661292936482,4965389.779606613,0.3354844058287149,0.1297738128787113,1591,4,0.4170109484658569,1936539.0460016928,4973073,60,20.67346707418569,0,1,1,0.5976,1.0015,0.6863,1,0.8656,0,0,0.3894,1,0.0167,False,False,True,False,False,False,True,False,False
4,72,0.7753894161806112,956669.9897447412,0.5034018551257333,0.1218622708151277,394,47,0.6765845386930265,1872064.163588948,4720381,60,20.121273342955316,4,2,0,0.7691,4.9342,0.5772,0,0.702,0,0,0.3966,1,0.0822,True,False,False,False,False,False,False,False,True
5,58,0.6440439115816657,1111744.6782274437,-0.345446885120492,0.3260930321636487,3733,50,0.7423512987188815,435833.22556769697,830010,36,19.261675852395435,0,0,1,0.5746,0.7466,0.5934,1,0.9657,1,0,0.5251,0,0.0207,False,False,False,False,True,False,False,True,False
7,115,0.8403923491782836,1480163.067488442,0.0560662092669165,0.082353093076416,854,11,0.5485924189976303,935216.9272360132,2683934,36,21.120361708971814,1,2,0,0.7038,1.8133,0.7132,1,0.7926,0,0,0.3485,1,0.0504,False,False,True,False,False,False,False,True,False
13,19,0.963771175005728,4877895.529027565,0.3468983352418335,0.5003867628673379,823,9,0.8593071382426352,1823851.5245639784,4701019,48,20.226615989227724,4,0,0,0.763,0.9637,0.8797,1,0.7883,0,0,0.388,0,0.0201,False,False,False,False,True,False,False,False,True
15,16,0.3810634225431853,4942028.517301835,0.1832957966100135,0.4053038596431964,3640,36,0.62262925947657,1285122.4887182128,1081497,12,18.305112436941,0,1,1,0.5353,0.2188,0.6113,1,0.9627,0,0,1.1883,1,0.0182,False,False,True,False,False,False,False,True,False
11,75,0.5342655069891814,3984724.061047163,-0.2248338358492133,0.5513233212888342,4112,65,0.8496079084864085,932763.7846030116,3666149,24,8.565521732993748,3,1,1,0.5362,0.9201,0.5637,1,0.977,1,0,0.2544,1,0.0383,True,False,False,False,False,False,False,True,False
4,106,0.5236843440148846,3163835.112870187,-0.0595079134714657,0.3189096848027213,2659,66,0.7474094374052607,226788.13558565316,3727918,24,16.492996725447075,2,0,0,0.5839,1.1783,0.507,0,0.9259,0,0,0.0608,0,0.0491,False,False,False,False,True,False,False,False,True
13,136,0.4058280435360779,2624309.7471638364,-0.0822256249733087,0.4871786026913843,3959,13,0.9215518407921308,709997.5588000967,655319,36,17.726419842505848,1,2,0,0.5463,0.2497,0.8886,1,0.9726,0,0,1.0834,1,0.0069,False,False,False,False,True,False,False,True,False
7,161,0.8672121961334296,4854573.186149886,-0.138653086815664,0.3512702892731483,4111,46,0.7281548745893629,1333827.4988156224,2786909,48,23.39001146375474,2,0,0,0.6647,0.5741,0.6085,1,0.977,1,0,0.4786,0,0.012,False,False,False,False,True,False,True,False,False
19,74,0.831915092827153,3493332.874148325,-0.0568644464860339,0.2256872830009777,494,19,0.5113763159924236,1556059.8190814892,4091308,60,18.58247195396592,0,1,1,0.6482,1.1712,0.6501,1,0.7285,0,0,0.3803,1,0.0195,False,False,True,False,False,False,False,True,False
2,18,0.6390978295840792,4726414.135213849,0.1148532884611209,0.6344300130240335,2324,51,0.8935547165672117,899862.1588784126,3214118,36,17.41984320592991,4,0,0,0.6108,0.68,0.6634,0,0.9101,0,0,0.28,0,0.0189,False,True,False,False,False,False,True,False,False
10,163,0.6764395444562267,1616926.4574142382,0.4548690247832759,0.6560923113492667,2933,67,0.8698211501048743,121130.5410920551,722949,36,16.88850457403629,0,0,1,0.6639,0.4471,0.5627,1,0.9374,0,0,0.1676,0,0.0124,True,False,False,False,False,False,False,False,True
13,43,0.3416808966017474,1702185.2217343498,0.3420326623937563,0.796308523474775,3168,25,0.983413488840596,1270012.6427163656,3171340,36,10.101041403008534,3,0,0,0.5412,1.8631,0.8528,1,0.9464,0,0,0.4005,0,0.0518,False,False,False,False,True,False,False,False,True
6,50,0.6888551466289319,4280886.740886256,0.4352497040162336,0.8372766048383523,2939,46,0.4561491514645222,1843956.9205275176,4171138,24,15.128108099463052,3,1,1,0.5457,0.9744,0.4725,1,0.9376,0,0,0.4421,1,0.0406,False,False,False,False,False,True,False,True,False
12,3,0.8539390668137454,791781.8568972071,0.4836037445630863,0.6840157139311239,1151,78,0.7547386973835095,997857.3903219118,2633387,36,10.582513233716618,1,2,0,0.6929,3.3259,0.444,1,0.8276,0,0,0.3789,1,0.0924,False,True,False,False,False,False,False,True,False
12,59,0.7016793015087,4732342.913415575,0.0161504560976072,0.6687482780277608,2828,72,0.6950013903660894,1857565.1555656928,3058390,48,9.316815134260075,2,2,0,0.5682,0.6463,0.4475,1,0.9331,0,0,0.6074,1,0.0135,False,False,False,False,False,True,True,False,False
11,28,0.4857144590842932,2561998.0555838672,-0.0539737159732528,0.1010080988028252,2510,2,0.8025232692880991,714660.4400884585,227956,24,13.606772478230528,0,1,0,0.6279,0.089,0.8902,1,0.9191,0,0,3.1351,1,0.0037,True,False,False,False,False,False,True,False,False
7,46,0.767283790634036,4635748.698989304,-0.3423766183158382,0.1488013173123543,816,1,0.9881079088739378,1773867.8821734744,2072154,48,18.50435361478901,3,1,1,0.6967,0.447,0.9885,1,0.7873,1,0,0.8561,1,0.0093,True,False,False,False,False,False,False,False,True
1,64,0.5530419009756733,1717124.3041927747,0.5304916218764343,0.781306439351786,60,40,0.7193632462694535,1574816.1077380455,3475989,24,21.935358693268377,4,0,1,0.5831,2.0243,0.6375,0,0.4826,0,0,0.4531,0,0.0843,False,False,False,False,True,False,True,False,False
1,70,0.6814112990000146,3593996.575490015,-0.3341769820618561,0.2596561354612683,712,29,0.8114431809678575,1923865.6843806051,2812154,48,21.060670942283743,0,2,1,0.6147,0.7825,0.7446,0,0.7713,1,0,0.6841,1,0.0163,False,False,False,False,True,False,False,True,False
13,47,0.6412957542952473,2440231.853764814,0.3411355153704704,0.3700085541953746,1014,36,0.6083280662332257,1584132.2580687518,538596,12,13.067692684841006,1,2,1,0.6412,0.2207,0.6042,1,0.8128,0,0,2.9412,1,0.0184,False,False,True,False,False,False,False,False,True
9,142,0.566822500675626,3152677.9697150914,-0.0218916955344128,0.1807676183082891,4123,80,0.5793822926030096,649744.7017646326,3583564,12,9.212947584527884,4,2,1,0.5965,1.1367,0.3452,1,0.9774,0,0,0.1813,1,0.0947,False,True,False,False,False,False,False,False,True
3,135,0.8032145862758946,2546643.841038804,0.5487807744991863,0.225636771717427,3853,2,0.6011779394102003,1802129.379325642,1219930,24,14.741511727026127,2,1,1,0.7484,0.479,0.7895,0,0.9694,0,0,1.4772,1,0.02,False,True,False,False,False,False,False,True,False
7,159,0.9187132783901172,4837222.305988239,0.0196020209341289,0.7478755118331856,3321,8,0.4231647361581648,1342764.8421576668,4703722,12,13.37907900529284,1,2,0,0.5636,0.9724,0.6671,1,0.952,0,0,0.2855,1,0.081,False,False,False,False,True,False,False,True,False
6,106,0.3036487629338474,3475921.7191788903,0.4166083513547164,0.2856736575639844,4872,7,0.5708443872475569,332517.95822506206,1732752,60,14.25460028821306,2,0,0,0.5606,0.4985,0.7465,1,0.997,0,0,0.1919,0,0.0083,True,False,False,False,False,False,False,True,False
8,81,0.9535315634612572,1294028.8947002613,-0.1173451678363234,0.454131469637771,3494,8,0.5037678362843213,101470.5086813267,2553819,48,17.16603358356413,2,2,0,0.6284,1.9735,0.7074,1,0.9579,1,0,0.0397,1,0.0411,False,False,False,False,True,False,False,False,True
9,51,0.6580605952582574,4552900.763430169,-0.1009112827561533,0.1865042357533153,4331,16,0.6744567879013341,738032.7522550877,2755932,24,8.97140960993244,3,2,0,0.6299,0.6053,0.7483,1,0.9831,1,0,0.2678,1,0.0252,True,False,False,False,False,False,False,True,False
5,29,0.7905123162542855,1505447.2038677663,0.1955194098784342,0.6601369156844887,4310,23,0.6764948583392388,1575859.657966038,706379,12,14.24748891378242,2,0,1,0.6198,0.4692,0.7105,1,0.9826,0,0,2.2309,0,0.0391,True,False,False,False,False,False,False,True,False
1,113,0.8989371963231139,1889445.2415392385,0.5979826337074737,0.7054427607201286,1405,71,0.8591378987359022,1240247.0449393694,1448164,24,17.158816297034992,4,0,1,0.7401,0.7664,0.5351,0,0.851,0,0,0.8564,0,0.0319,False,False,False,False,True,False,True,False,False
19,143,0.626972584619989,555512.3052000562,0.1175724179791962,0.3755230861088424,1198,13,0.7013749887352174,1058983.0478613905,4094944,60,15.180048499981176,4,1,0,0.6209,7.3715,0.7785,1,0.8323,0,1,0.2586,1,0.1229,False,False,False,True,False,False,True,False,False
10,128,0.8844818513554231,4504834.272991144,0.5363086363932905,0.7562719815104755,4999,53,0.6778489529939447,17417.99283461373,1728247,24,18.842048613365023,4,1,0,0.6801,0.3836,0.5445,1,1.0,0,0,0.0101,1,0.016,False,True,False,False,False,False,False,True,False
12,90,0.4243338736186415,1466254.5149779215,0.3862498282487278,0.2659159867299138,1502,79,0.5389757870202949,876646.3971764973,2768334,24,11.385042774736863,0,0,0,0.5898,1.888,0.3306,1,0.8589,0,0,0.3167,0,0.0787,False,False,False,False,False,True,False,False,True
15,25,0.4114172741358701,1331642.2087603426,0.3958643141772349,0.6727134758901404,1255,17,0.9114880060868064,323869.5435632452,1917321,36,10.884335693588737,3,2,0,0.5806,1.4398,0.8613,1,0.8378,0,0,0.1689,1,0.04,True,False,False,False,False,False,False,False,True
9,189,0.7602299581993075,4605299.860075022,0.035959989128764,0.7069681232784085,877,87,0.4546005434108314,914589.1202552436,3719143,36,13.272053573267591,3,2,1,0.533,0.8076,0.244,1,0.7957,0,0,0.2459,1,0.0224,True,False,False,False,False,False,False,False,True
17,41,0.909100103886216,4037357.9689049153,-0.0134577498271993,0.9217916400098984,2415,38,0.9893775789875716,1983622.9407557948,3831553,36,10.076803248720635,4,0,1,0.6342,0.949,0.7836,1,0.9146,0,0,0.5177,0,0.0264,False,False,False,True,False,False,False,True,False
17,69,0.9246983242752276,748340.6615209032,-0.2080781919091846,0.2590894986680446,3555,46,0.6856449975108989,1760282.258008659,1070965,36,12.162058975110938,0,1,1,0.6815,1.4311,0.5873,1,0.96,1,0,1.6436,1,0.0398,False,False,False,False,False,True,False,False,True
12,4,0.7506183208640725,3858156.29432322,0.5639412669836535,0.1343394320384774,1583,26,0.5115921997574343,628154.9021720963,4319686,48,9.84701909258894,2,0,0,0.7352,1.1196,0.6114,1,0.865,0,0,0.1454,0,0.0233,False,False,True,False,False,False,False,False,True
7,105,0.6678424611465221,4569513.835366264,0.55939361244382,0.2867318800608079,479,70,0.6125968334610897,1191079.7119962345,4581334,60,14.730655180796468,2,2,0,0.6994,1.0026,0.4174,1,0.7248,0,0,0.26,1,0.0167,False,False,False,True,False,False,False,True,False
2,185,0.5319751613875613,438630.5301431824,0.3470677343101828,0.1605759769239071,4295,33,0.4092221096252733,1009169.5144936964,1740160,24,19.527569122944584,2,2,0,0.6114,3.9673,0.5213,0,0.9822,0,0,0.5799,1,0.1653,False,False,False,False,False,True,False,True,False
3,31,0.986000290919532,4134814.2247776366,-0.1037475501473305,0.2027248776448786,3571,18,0.4999136075549421,268793.5403772188,3734653,60,12.941340251042028,3,1,1,0.6897,0.9032,0.65,0,0.9605,1,0,0.072,1,0.0151,False,False,False,True,False,False,False,True,False
17,131,0.5237869806663753,2759729.256771627,-0.1548204596577178,0.3507030606703769,4053,5,0.6012038915876063,1979714.9664722169,1134422,24,8.557829179060752,2,1,0,0.534,0.4111,0.7728,1,0.9754,1,0,1.7451,1,0.0171,True,False,False,False,False,False,False,False,True
5,117,0.8209302750621152,3362527.3744250634,0.5886102423869629,0.4225916720498007,4629,29,0.7326491672511924,856098.5616604488,2526814,36,17.13454524930591,0,1,0,0.7466,0.7515,0.7052,1,0.991,0,0,0.3388,1,0.0209,False,True,False,False,False,False,True,False,False
17,195,0.6723872599335005,2489628.9775794377,-0.3334571848918225,0.8633518031762416,275,11,0.4776885067869126,1016261.4837729404,689419,48,19.22509398187893,0,0,0,0.4246,0.2769,0.6777,1,0.6599,1,0,1.4741,0,0.0058,False,False,False,True,False,False,False,False,True
17,90,0.7259586397677427,3504125.270281129,0.443564292141309,0.2260541943500189,3556,14,0.8055779777098693,1298722.6314987706,3831346,24,14.565400826728697,2,1,1,0.7502,1.0934,0.825,1,0.96,0,0,0.339,1,0.0456,False,False,True,False,False,False,True,False,False
17,178,0.5754363854120383,218784.41525042843,-0.0445419995175253,0.9245830783290944,4590,38,0.9065658939935078,391173.62092992966,3252281,24,13.103498470488264,3,0,0,0.5123,14.8652,0.7422,1,0.99,0,1,0.1203,0,0.6194,False,False,False,False,True,False,False,False,True
2,145,0.9753761878305732,3825398.2799552544,0.0188697197272205,0.7791378889065544,4462,63,0.7434037662843436,452230.93869561,4563312,12,16.104885891947806,1,0,0,0.6383,1.1929,0.5217,0,0.9866,0,0,0.0991,0,0.0994,False,False,False,False,False,True,False,True,False
2,188,0.7001776282694897,215051.30440184413,0.4319776487488371,0.8433242509040968,3888,63,0.5781408683351346,393191.2661409105,329732,48,10.069214804219635,4,0,0,0.5718,1.5333,0.4391,0,0.9705,0,0,1.1925,0,0.0319,False,False,False,True,False,False,False,False,True
5,66,0.9564513413211528,2303734.24634935,-0.309396983994642,0.8864995907662191,2624,14,0.4728353952915228,775086.4314983916,3781370,48,18.4808564098541,2,1,0,0.5078,1.6414,0.6586,1,0.9243,1,0,0.205,1,0.0342,False,False,False,True,False,False,False,True,False
1,88,0.3053139913217398,797276.7159949597,-0.0458303214797428,0.7279170774270086,999,57,0.4093210377903688,407357.1433508634,2357538,48,19.866105806166903,2,0,1,0.371,2.957,0.388,0,0.811,0,0,0.1728,0,0.0616,False,False,True,False,False,False,False,False,True
1,24,0.7008694082337846,4126692.6728889705,0.552024277169573,0.759901848455355,773,66,0.8390813997989721,1853527.9762053543,809246,60,19.42177549617436,4,1,0,0.6589,0.1961,0.5529,0,0.7809,0,0,2.2904,1,0.0033,False,True,False,False,False,False,False,True,False
